MWP	ONames	GLON	GLAT	iXdiam	iYdiam	oXdiam	Reff	Thick	Ecc	PA	Hit	Disp	Flag	_RA.icrs	_DE.icrs
1G019632-001189	                    	019.632	-00.119	 4.620	  3.851	 7.252	 2.70	 2.63	 0.552	 16	 0.31	 0.019	1  	276.8150	-11.8697
1G045432+000594	                    	045.432	+00.059	 2.420	  2.365	 3.999	 1.54	 1.58	 0.212	 20	 0.31	 0.013	   	288.5786	+11.1337
1G355806+001066	                    	355.806	+00.107	 1.024	  1.039	 1.648	 0.65	 0.62	 0.172	 14	 0.31	 0.003	   	263.7091	-32.4332
1G034246+001023	                    	034.246	+00.102	 1.585	  1.572	 2.640	 1.02	 1.06	 0.127	 10	 0.31	 0.007	2  	283.3680	+01.2160
1G004109+000256	CN52                	004.109	+00.026	 0.998	  1.264	 1.646	 0.71	 0.65	 0.614	  5	 0.31	 0.004	   	268.7490	-25.3952
1G324543-002836	                    	324.543	-00.284	 2.535	  2.467	 3.613	 1.50	 1.08	 0.230	 30	 0.31	 0.013	   	234.1400	-56.0655
1G311493-004567	                    	311.493	-00.457	 2.663	  2.908	 4.260	 1.75	 1.60	 0.402	 31	 0.31	 0.008	   	211.4023	-62.0896
1G311313-005101	                    	311.313	-00.510	 2.090	  1.937	 3.365	 1.29	 1.27	 0.376	  1	 0.31	 0.008	   	211.0644	-62.1910
1G033840-001238	                    	033.840	-00.124	 0.674	  0.663	 1.241	 0.45	 0.57	 0.179	 10	 0.31	 0.002	   	283.3839	+00.7516
1G328925-005565	                    	328.925	-00.556	 1.154	  1.177	 1.501	 0.66	 0.35	 0.197	 40	 0.31	 0.002	   	240.3858	-53.5476
1G318771-003706	                    	318.771	-00.371	 0.778	  0.723	 1.321	 0.49	 0.54	 0.367	 31	 0.31	 0.002	   	225.0898	-59.2192
1G350325-000092	CS107               	350.325	-00.009	 1.013	  1.192	 1.528	 0.67	 0.51	 0.527	 79	 0.31	 0.003	   	260.1155	-37.0536
1G332551+002544	                    	332.551	+00.254	 1.198	  1.109	 1.940	 0.74	 0.74	 0.378	 26	 0.31	 0.004	   	243.8507	-50.5036
1G048827-000279	                    	048.827	-00.028	 3.103	  2.995	 4.530	 1.85	 1.43	 0.262	 24	 0.31	 0.012	   	290.2833	+14.0946
1G331395+005654	S57                 	331.395	+00.565	 2.918	  3.132	 4.418	 1.85	 1.50	 0.364	 44	 0.31	 0.008	1 2	242.1796	-51.0665
1G016560+000056	                    	016.560	+00.006	 0.747	  0.609	 1.102	 0.42	 0.36	 0.578	 13	 0.31	 0.003	   	275.2241	-14.5257
1G000569-008550	CN16,CN17,CN15      	000.569	-00.855	 3.234	  3.004	 5.328	 2.02	 2.09	 0.370	 14	 0.31	 0.009	1  	267.5771	-28.8910
1G008465+001211	CN115               	008.465	+00.121	 2.709	  2.558	 3.810	 1.57	 1.10	 0.329	 32	 0.31	 0.004	   	271.0244	-21.5702
1G024095+004551	                    	024.095	+00.455	 1.095	  1.095	 1.917	 0.72	 0.82	 0.037	 11	 0.31	 0.002	2  	278.3970	-07.6486
1G357987-001576	                    	357.987	-00.158	 0.520	  0.523	 0.812	 0.33	 0.29	 0.099	  0	 0.31	 0.001	   	265.3419	-30.7325
1G029092-006708	                    	029.092	-00.671	 7.767	  6.887	11.664	 4.53	 3.90	 0.462	 52	 0.31	 0.028	1  	281.7046	-03.7233
1G026261+002812	N41                 	026.261	+00.281	 1.386	  1.310	 2.125	 0.84	 0.74	 0.327	 12	 0.31	 0.006	   	279.5557	-05.8054
1G024735+000889	                    	024.735	+00.089	 1.450	  1.743	 2.463	 1.02	 1.01	 0.555	 58	 0.31	 0.006	   	279.0218	-07.2490
1G341301-003011	S22                 	341.301	-00.301	 1.775	  1.781	 2.782	 1.11	 1.01	 0.081	 16	 0.31	 0.005	   	253.2450	-44.4400
1G336488-002027	S41                 	336.488	-00.203	 4.878	  4.902	 7.389	 3.01	 2.51	 0.099	 40	 0.31	 0.037	1  	248.5753	-48.0114
1G353053-000155	CS64                	353.053	-00.016	 0.564	  0.580	 1.072	 0.39	 0.51	 0.234	  7	 0.31	 0.003	   	262.0200	-34.8031
1G339394-005453	                    	339.394	-00.545	 2.215	  2.255	 3.691	 1.44	 1.48	 0.186	 20	 0.31	 0.006	   	251.7764	-46.0609
1G033176-000097	                    	033.176	-00.010	 2.991	  3.302	 4.905	 2.00	 1.91	 0.424	 36	 0.31	 0.016	1  	282.9797	+00.2127
1G028934-005833	                    	028.934	-00.583	 4.351	  4.318	 6.664	 2.68	 2.31	 0.123	 46	 0.31	 0.020	1  	281.5539	-03.8237
1G327770-003461	                    	327.770	-00.346	 1.989	  1.979	 3.070	 1.23	 1.08	 0.097	 16	 0.31	 0.007	   	238.6634	-54.1352
1G001057-001488	CN21                	001.057	-00.149	 1.375	  1.182	 2.292	 0.84	 0.92	 0.510	 17	 0.31	 0.005	   	267.1735	-28.1094
1G041910-001259	                    	041.910	-00.126	 2.830	  2.908	 4.214	 1.75	 1.38	 0.230	 17	 0.31	 0.009	   	287.0930	+07.9255
1G024150+001239	                    	024.150	+00.124	 2.202	  1.987	 3.508	 1.33	 1.31	 0.431	 16	 0.31	 0.006	   	278.7190	-07.7523
1G344805-002561	                    	344.805	-00.256	 1.921	  1.532	 3.192	 1.14	 1.27	 0.603	 13	 0.31	 0.004	   	256.1696	-41.6623
1G002374-000491	                    	002.374	-00.049	 0.716	  0.738	 1.217	 0.47	 0.50	 0.240	 29	 0.31	 0.003	   	267.8390	-26.9278
1G015177+000470	                    	015.177	+00.047	 0.603	  0.607	 1.025	 0.39	 0.42	 0.117	 34	 0.31	 0.003	   	274.5097	-15.7252
1G310888+000101	S139                	310.888	+00.010	 0.658	  0.663	 1.070	 0.42	 0.41	 0.128	 29	 0.31	 0.002	   	209.8943	-61.8047
1G337096-009586	                    	337.096	-00.959	 2.729	  2.403	 4.803	 1.73	 2.07	 0.474	  0	 0.31	 0.009	   	250.0239	-48.0676
1G313851-002426	                    	313.851	-00.243	 0.937	  0.955	 1.496	 0.60	 0.56	 0.190	  3	 0.30	 0.002	   	215.9660	-61.1400
1G049353-002782	                    	049.353	-00.278	 1.750	  1.837	 2.697	 1.11	 0.95	 0.304	 25	 0.30	 0.004	   	290.7666	+14.4408
1G031522+001513	                    	031.522	+00.151	 2.216	  2.276	 3.087	 1.32	 0.87	 0.228	 44	 0.30	 0.007	   	282.0821	-01.1859
1G348059+002450	                    	348.059	+00.245	 1.097	  1.066	 1.937	 0.72	 0.84	 0.238	 13	 0.30	 0.003	   	258.1885	-38.7530
1G021871+002260	                    	021.871	+00.226	 2.127	  1.990	 3.213	 1.27	 1.09	 0.353	 17	 0.30	 0.007	   	277.5625	-09.7266
1G324929-006215	                    	324.929	-00.622	 0.730	  0.891	 1.117	 0.49	 0.39	 0.574	 16	 0.30	 0.004	   	235.0563	-56.1091
1G338024+000188	                    	338.024	+00.019	 1.669	  1.587	 2.477	 1.00	 0.81	 0.309	 18	 0.30	 0.010	   	249.8556	-46.7242
1G005526+000395	CN67                	005.526	+00.039	 1.187	  1.228	 1.684	 0.72	 0.50	 0.255	 30	 0.30	 0.004	   	269.5209	-24.1636
1G018081+000708	                    	018.081	+00.071	 1.117	  1.098	 1.815	 0.71	 0.70	 0.184	 26	 0.30	 0.004	   	275.9009	-13.1525
1G021140-003042	                    	021.140	-00.304	 0.662	  0.544	 1.082	 0.39	 0.42	 0.569	 75	 0.30	 0.001	   	277.6958	-10.6199
1G336515+001282	S40                 	336.515	+00.128	 3.105	  2.926	 5.199	 1.96	 2.09	 0.334	 54	 0.30	 0.014	   	248.2404	-47.7668
1G029613-006009	                    	029.613	-00.601	 0.883	  0.878	 1.564	 0.59	 0.68	 0.106	 34	 0.30	 0.003	   	281.8803	-03.2277
1G052533-009480	                    	052.533	-00.948	 1.777	  1.908	 3.018	 1.19	 1.24	 0.364	 15	 0.30	 0.007	   	292.9530	+16.9166
1G024558-001329	                    	024.558	-00.133	 1.221	  1.317	 1.999	 0.81	 0.78	 0.375	 19	 0.30	 0.004	   	279.1386	-07.5083
1G011998-002399	                    	011.998	-00.240	 2.664	  2.766	 4.007	 1.66	 1.34	 0.269	 45	 0.30	 0.012	   	273.1869	-18.6564
1G333317-005620	                    	333.317	-00.562	 3.621	  4.035	 5.623	 2.36	 2.00	 0.441	 11	 0.30	 0.006	   	245.6098	-50.5500
1G008579-006834	CN118               	008.579	-00.683	 2.240	  2.225	 3.605	 1.42	 1.36	 0.117	 38	 0.30	 0.007	   	271.8393	-21.8638
1G304862-003289	                    	304.862	-00.329	 0.608	  0.610	 1.282	 0.44	 0.67	 0.083	  0	 0.30	 0.002	   	197.1339	-63.1367
1G347160+000031	                    	347.160	+00.003	 2.038	  1.982	 3.059	 1.23	 1.02	 0.232	 22	 0.30	 0.010	2  	257.7561	-39.6216
1G007439+007066	CN99,CN101          	007.439	+00.707	 7.646	  7.462	10.725	 4.48	 3.08	 0.218	 32	 0.30	 0.032	1  	269.9290	-22.1724
1G013899-000113	N13                 	013.899	-00.011	 0.833	  0.680	 1.398	 0.50	 0.56	 0.578	  8	 0.30	 0.003	   	273.9302	-16.8773
1G003392+008807	CN40                	003.392	+00.881	 0.716	  0.787	 1.242	 0.49	 0.53	 0.415	 16	 0.30	 0.002	   	267.5294	-25.5773
1G032868-004262	                    	032.868	-00.426	 1.912	  1.891	 3.136	 1.22	 1.22	 0.149	 43	 0.30	 0.008	   	283.2095	-00.2511
1G339285-007634	                    	339.285	-00.763	 2.384	  2.311	 3.765	 1.48	 1.38	 0.246	 22	 0.30	 0.013	2  	251.9148	-46.2850
1G340114-003483	                    	340.114	-00.348	 5.475	  5.566	 8.419	 3.42	 2.94	 0.180	 11	 0.30	 0.013	1  	252.2262	-45.3837
1G028398+005151	                    	028.398	+00.515	 5.135	  5.451	 6.819	 3.04	 1.68	 0.336	 13	 0.30	 0.027	   	280.3296	-03.7987
1G335424+006690	                    	335.424	+00.669	 0.547	  0.527	 1.051	 0.37	 0.50	 0.270	 14	 0.30	 0.001	   	246.5319	-48.1848
1G004346+001351	CN56                	004.346	+00.135	 3.016	  3.451	 4.554	 1.96	 1.54	 0.486	 15	 0.30	 0.011	1  	268.7772	-25.1356
1G309374-001502	                    	309.374	-00.150	 0.937	  0.882	 1.759	 0.63	 0.82	 0.337	 13	 0.30	 0.002	   	206.8365	-62.3204
1G303599-006307	                    	303.599	-00.631	 3.216	  2.885	 4.452	 1.81	 1.24	 0.442	 31	 0.30	 0.012	   	194.3543	-63.4950
1G031147+002879	N54                 	031.147	+00.288	 2.494	  2.362	 3.939	 1.53	 1.45	 0.320	 20	 0.30	 0.011	   	281.7890	-01.4571
1G321787-006866	                    	321.787	-00.687	 0.659	  0.664	 1.204	 0.45	 0.55	 0.131	 10	 0.30	 0.002	   	230.3810	-57.9556
1G040625-006455	                    	040.625	-00.645	 2.500	  2.634	 3.968	 1.61	 1.47	 0.315	 21	 0.30	 0.013	   	286.9609	+06.5459
1G302437-001075	                    	302.437	-00.107	 1.445	  1.567	 2.590	 1.00	 1.14	 0.386	 21	 0.30	 0.006	   	191.7702	-62.9746
1G300112-000782	                    	300.112	-00.078	 5.880	  5.319	 8.457	 3.38	 2.58	 0.426	 19	 0.30	 0.030	1  	186.6778	-62.8143
1G338895+006166	S30,S29             	338.895	+00.617	15.477	 13.432	19.099	 8.08	 3.62	 0.497	 37	 0.30	 0.040	1  	250.0464	-45.6760
1G335820+001788	                    	335.820	+00.179	 2.748	  2.805	 4.191	 1.71	 1.44	 0.200	 14	 0.30	 0.014	2  	247.4738	-48.2385
1G030912+001614	                    	030.912	+00.161	 0.786	  0.772	 1.309	 0.50	 0.52	 0.187	 11	 0.30	 0.002	   	281.7948	-01.7242
1G048610+000593	                    	048.610	+00.059	 3.862	  3.494	 5.609	 2.23	 1.75	 0.426	 50	 0.30	 0.018	1  	290.0991	+13.9440
1G325595+000787	                    	325.595	+00.079	 1.045	  1.096	 1.736	 0.69	 0.69	 0.301	 13	 0.30	 0.007	   	235.2573	-55.1489
1G326048+006150	                    	326.048	+00.615	 3.800	  4.340	 5.463	 2.42	 1.66	 0.483	 42	 0.30	 0.027	   	235.3272	-54.4482
1G008906-004651	                    	008.906	-00.465	 2.720	  3.112	 4.192	 1.79	 1.47	 0.486	 19	 0.30	 0.012	   	271.8056	-21.4720
1G315363-002320	                    	315.363	-00.232	 1.292	  1.225	 2.147	 0.82	 0.86	 0.318	 12	 0.30	 0.003	2  	218.8426	-60.5706
1G025199-000231	                    	025.199	-00.023	 1.135	  1.143	 1.736	 0.70	 0.60	 0.121	  9	 0.30	 0.004	   	279.3369	-06.8884
1G024073+001379	                    	024.073	+00.138	 0.548	  0.606	 0.979	 0.38	 0.43	 0.430	  3	 0.30	 0.001	   	278.6706	-07.8142
1G031037+004491	                    	031.037	+00.449	 1.231	  1.322	 2.009	 0.81	 0.78	 0.364	 33	 0.30	 0.009	   	281.5955	-01.4815
1G028601-003690	                    	028.601	-00.369	 1.262	  1.213	 2.252	 0.83	 0.99	 0.278	 24	 0.29	 0.005	   	281.2107	-04.0223
1G334700-000992	                    	334.700	-00.099	 2.370	  2.256	 3.715	 1.45	 1.35	 0.306	 12	 0.29	 0.007	   	246.6024	-49.2392
1G298419-007416	S178,S180           	298.419	-00.742	 1.828	  2.857	 2.880	 1.41	 1.05	 0.768	105	 0.29	 0.005	   	182.7888	-63.2602
1G027025-001486	                    	027.025	-00.149	 2.200	  2.200	 3.466	 1.38	 1.27	 0.015	  6	 0.29	 0.009	   	280.2915	-05.3234
1G321777-006467	                    	321.777	-00.647	 1.203	  1.228	 2.025	 0.79	 0.82	 0.201	 23	 0.29	 0.004	   	230.3243	-57.9274
1G309917+003676	                    	309.917	+00.368	 4.875	  4.763	 7.486	 2.99	 2.61	 0.213	 29	 0.29	 0.029	1  	207.7201	-61.6949
1G046948+003704	N96                 	046.948	+00.370	 0.657	  0.658	 1.136	 0.43	 0.48	 0.047	 12	 0.29	 0.001	2  	289.0180	+12.6204
1G008307-000882	CN111               	008.307	-00.088	 2.504	  2.364	 3.933	 1.53	 1.43	 0.329	 14	 0.29	 0.013	   	271.1369	-21.8104
1G323681+006311	                    	323.681	+00.631	 1.204	  1.267	 2.622	 0.91	 1.42	 0.310	 54	 0.29	 0.003	   	231.9418	-55.8114
1G036468-001859	                    	036.468	-00.186	 4.196	  4.336	 6.389	 2.62	 2.19	 0.253	 25	 0.29	 0.012	   	284.6392	+03.0617
1G303165+004258	                    	303.165	+00.426	 0.918	  0.872	 1.630	 0.60	 0.71	 0.314	 41	 0.29	 0.002	   	193.3633	-62.4448
1G327144+009170	                    	327.144	+00.917	 1.007	  1.002	 1.819	 0.68	 0.81	 0.098	 11	 0.29	 0.001	   	236.4958	-53.5425
1G326790-005557	S78                 	326.790	-00.556	 1.191	  1.291	 1.910	 0.78	 0.72	 0.385	 21	 0.29	 0.005	2  	237.5838	-54.9175
1G338884+005415	S30                 	338.884	+00.542	 1.037	  1.020	 1.784	 0.68	 0.75	 0.182	 35	 0.29	 0.003	2  	250.1163	-45.7340
1G009246+001883	CN127               	009.246	+00.188	 1.778	  1.753	 3.265	 1.20	 1.49	 0.167	 32	 0.29	 0.003	   	271.3724	-20.8566
1G350482+009505	CS103               	350.482	+00.951	 1.171	  1.257	 1.996	 0.79	 0.83	 0.362	 15	 0.29	 0.005	2  	259.2483	-36.3732
1G017466-002332	                    	017.466	-00.233	 0.517	  0.528	 1.043	 0.37	 0.53	 0.198	 33	 0.29	 0.002	   	275.8807	-13.8382
1G309249-001902	                    	309.249	-00.190	 1.132	  1.176	 1.733	 0.71	 0.60	 0.271	 23	 0.29	 0.003	   	206.5917	-62.3861
1G329602+004009	                    	329.602	+00.401	 5.937	  5.847	 8.534	 3.54	 2.60	 0.173	 39	 0.29	 0.015	   	240.1933	-52.3811
1G351691+006676	CS78                	351.691	+00.668	 3.108	  2.821	 4.553	 1.81	 1.44	 0.420	 18	 0.29	 0.013	   	260.3915	-35.5454
1G340636-003163	                    	340.636	-00.316	 2.726	  2.734	 4.761	 1.80	 2.04	 0.073	 21	 0.29	 0.013	   	252.6660	-44.9626
1G058766+006541	N125                	058.766	+00.654	 1.531	  1.579	 2.704	 1.03	 1.17	 0.245	 18	 0.29	 0.004	   	294.6906	+23.1417
1G049551-008868	                    	049.551	-00.887	 1.156	  1.203	 2.224	 0.81	 1.07	 0.278	 22	 0.29	 0.004	   	291.4171	+14.3269
1G018146+001795	                    	018.146	+00.179	 0.893	  0.895	 1.599	 0.60	 0.71	 0.066	 11	 0.29	 0.002	   	275.8342	-13.0444
1G010879+000922	                    	010.879	+00.092	 2.631	  2.577	 4.135	 1.64	 1.50	 0.202	 15	 0.29	 0.010	   	272.3084	-19.4768
1G339099-002046	                    	339.099	-00.205	 3.318	  3.191	 5.740	 2.15	 2.42	 0.274	 25	 0.29	 0.013	1  	251.1277	-46.0639
1G029952-008076	                    	029.952	-00.808	 1.266	  1.459	 2.080	 0.86	 0.81	 0.497	 17	 0.29	 0.006	1  	282.2196	-03.0205
1G022756-004827	                    	022.756	-00.483	 1.860	  1.796	 2.931	 1.15	 1.07	 0.260	 23	 0.29	 0.007	   	278.6145	-09.2692
1G054913-003380	                    	054.913	-00.338	11.670	 10.974	14.617	 6.36	 2.95	 0.340	 44	 0.29	 0.032	1  	293.6018	+19.2947
1G025532+005923	                    	025.532	+00.592	 2.572	  2.225	 3.532	 1.42	 0.96	 0.502	 29	 0.29	 0.006	   	278.9412	-06.3100
1G320883-006436	                    	320.883	-00.644	 2.190	  2.273	 3.172	 1.34	 0.98	 0.268	 17	 0.29	 0.004	   	228.8868	-58.4009
1G331808-007918	                    	331.808	-00.792	 0.727	  0.701	 1.387	 0.50	 0.66	 0.262	  2	 0.29	 0.002	   	244.1525	-51.7726
1G317420-005582	                    	317.420	-00.558	 1.249	  1.257	 2.120	 0.82	 0.87	 0.116	  9	 0.29	 0.009	   	222.8885	-60.0070
1G331525+002206	                    	331.525	+00.221	 1.403	  1.273	 1.962	 0.80	 0.56	 0.420	 52	 0.29	 0.005	   	242.7036	-51.2314
1G005893-004202	                    	005.893	-00.420	 2.742	  2.558	 3.889	 1.59	 1.15	 0.359	 28	 0.29	 0.020	1 2	270.1572	-24.0740
1G035693-008509	                    	035.693	-00.851	 2.242	  2.587	 4.211	 1.63	 1.97	 0.499	 23	 0.29	 0.014	1 2	284.8769	+02.0685
1G026106-002258	                    	026.106	-00.226	 1.511	  1.453	 2.316	 0.92	 0.80	 0.274	  4	 0.29	 0.006	   	279.9373	-06.1756
1G350669+008395	CS100               	350.669	+00.839	 1.375	  1.439	 2.089	 0.86	 0.71	 0.295	  3	 0.29	 0.008	2  	259.4959	-36.2853
1G006223-000258	CN81                	006.223	-00.026	 0.849	  0.881	 1.346	 0.54	 0.50	 0.267	 16	 0.29	 0.006	   	269.9626	-23.5919
1G343853-001089	                    	343.853	-00.109	 0.853	  0.901	 1.760	 0.63	 0.91	 0.322	 15	 0.29	 0.005	   	255.2307	-42.3263
1G009997-000305	CN142               	009.997	-00.030	 0.951	  0.988	 1.531	 0.61	 0.58	 0.270	 60	 0.29	 0.004	   	271.9668	-20.3072
1G341963+004416	                    	341.963	+00.442	 2.473	  2.432	 4.114	 1.58	 1.64	 0.181	 27	 0.29	 0.010	   	253.0307	-43.4569
1G316331+003271	                    	316.331	+00.327	 1.400	  1.706	 2.589	 1.03	 1.19	 0.572	 66	 0.29	 0.004	   	220.1762	-59.6716
1G041066-001600	                    	041.066	-00.160	 6.870	  7.189	 9.921	 4.21	 3.05	 0.295	 37	 0.29	 0.044	1  	286.7316	+07.1606
1G305067-005603	                    	305.067	-00.560	 5.831	  5.228	 7.941	 3.25	 2.11	 0.443	 16	 0.29	 0.035	1  	197.6242	-63.3527
1G063087-004070	N131                	063.087	-00.407	 8.403	  8.531	11.851	 5.02	 3.45	 0.173	 13	 0.28	 0.022	1  	298.0877	+26.3484
1G335505-001393	                    	335.505	-00.139	 3.663	  4.432	 5.602	 2.46	 1.94	 0.563	113	 0.28	 0.007	   	247.4950	-48.6859
1G003720-002258	CN46                	003.720	-00.226	 3.281	  3.209	 5.179	 2.04	 1.90	 0.208	 37	 0.28	 0.006	1  	268.7724	-25.8582
1G018743+002521	                    	018.743	+00.252	 1.166	  1.319	 1.822	 0.77	 0.66	 0.466	 56	 0.28	 0.005	   	276.0548	-12.4828
1G319188-003543	S100,S101           	319.188	-00.354	 6.398	  6.486	 9.901	 4.00	 3.50	 0.164	 27	 0.28	 0.062	1  	225.7868	-59.0045
1G299286-002903	S175                	299.286	-00.290	 3.565	  3.245	 5.357	 2.10	 1.79	 0.414	 20	 0.28	 0.008	   	184.8260	-62.9341
1G031269+004837	                    	031.269	+00.484	 1.240	  1.123	 2.054	 0.77	 0.81	 0.425	  6	 0.28	 0.003	   	281.6702	-01.2591
1G332452-001779	                    	332.452	-00.178	 0.840	  0.895	 1.358	 0.55	 0.52	 0.343	  3	 0.28	 0.002	   	244.2109	-50.8836
1G351622+001442	CS81,CS82,CS80      	351.622	+00.144	 4.213	  3.880	 6.523	 2.54	 2.31	 0.390	 26	 0.28	 0.028	1  	260.8751	-35.8992
1G305535+003577	S150                	305.535	+00.358	 1.807	  1.763	 2.727	 1.10	 0.92	 0.219	  7	 0.28	 0.002	2  	198.4851	-62.4000
1G327414-006556	                    	327.414	-00.656	10.120	  9.575	15.133	 6.05	 5.01	 0.324	 30	 0.28	 0.042	   	238.5317	-54.6010
1G302017-001144	S166                	302.017	-00.114	 1.115	  1.152	 2.096	 0.77	 0.98	 0.251	 27	 0.28	 0.004	   	190.8458	-62.9714
1G353069-000243	                    	353.069	-00.024	 0.615	  0.618	 1.146	 0.42	 0.53	 0.090	  0	 0.28	 0.002	   	262.0389	-34.7943
1G012513-001122	                    	012.513	-00.112	 0.740	  0.714	 1.488	 0.52	 0.75	 0.261	 27	 0.28	 0.002	   	273.3288	-18.1431
1G049413-001928	                    	049.413	-00.193	 4.284	  4.079	 6.824	 2.65	 2.54	 0.306	 25	 0.28	 0.025	   	290.7184	+14.5338
1G050955+001074	N107                	050.955	+00.107	12.872	 12.548	17.998	 7.53	 5.13	 0.223	 29	 0.28	 0.072	1  	291.2004	+16.0343
1G327197-005048	                    	327.197	-00.505	 5.091	  5.319	 7.874	 3.22	 2.78	 0.290	 43	 0.28	 0.040	1  	238.0767	-54.6218
1G317613-004032	                    	317.613	-00.403	 5.854	  5.784	 8.633	 3.54	 2.78	 0.155	 15	 0.28	 0.016	   	223.0947	-59.7821
1G353492-003796	                    	353.492	-00.380	 1.791	  1.740	 2.846	 1.12	 1.06	 0.237	 13	 0.28	 0.008	   	262.6842	-34.6383
1G347890+000432	                    	347.890	+00.043	 0.911	  0.939	 1.372	 0.57	 0.46	 0.243	 11	 0.28	 0.002	2  	258.2708	-39.0084
1G032092-005026	                    	032.092	-00.503	 0.480	  0.491	 1.031	 0.35	 0.55	 0.204	 15	 0.28	 0.001	   	282.9242	-00.9769
1G039248-000574	                    	039.248	-00.057	 0.645	  0.692	 1.285	 0.47	 0.64	 0.361	  2	 0.28	 0.002	2  	285.7997	+05.5927
1G060896+002140	                    	060.896	+00.214	 2.479	  3.314	 3.862	 1.76	 1.38	 0.664	141	 0.28	 0.004	   	296.2642	+24.7735
1G311527+001353	                    	311.527	+00.135	 1.348	  1.347	 2.011	 0.82	 0.66	 0.035	 32	 0.28	 0.004	   	211.1194	-61.5119
1G310561-001926	                    	310.561	-00.193	 0.574	  0.575	 0.980	 0.38	 0.41	 0.056	 11	 0.28	 0.001	   	209.3330	-62.0848
1G326689-004543	                    	326.689	-00.454	 3.141	  3.117	 4.755	 1.93	 1.61	 0.122	 29	 0.28	 0.011	   	237.3358	-54.9010
1G341975-005767	                    	341.975	-00.577	 2.200	  2.177	 3.556	 1.39	 1.36	 0.142	 18	 0.28	 0.006	   	254.1368	-44.0899
1G037756-002127	                    	037.756	-00.213	 1.773	  1.871	 3.195	 1.22	 1.42	 0.319	 41	 0.28	 0.009	1  	285.2532	+04.1949
1G353434+004394	                    	353.434	+00.439	 4.748	  4.958	 7.255	 2.99	 2.51	 0.288	 32	 0.28	 0.020	   	261.8181	-34.2335
